Name,State,Region/Service Area,Geographic Context,Operator,System Type,Technology Vendor,Booking Method(s),Scheduling Window,Fare,Service Hours,Launch Year,Funding Source,Status/Maturity,Fleet,Ridership/Performance Notes,Website URL,Latitude,Longitude,Source
Lake Mills Shared-Ride Taxi,WI,City of Lake Mills,Rural,"Brown Cab Service, Inc.",Demand-Response,Not specified,Phone,"Same-day (Advance Notice Needed: No, but recommended, per Jefferson County WI's own ride-resource page)",Regular $3.00; Elderly/Disabled $1.75; Student $2.00; +$1.75 add'l rider same party; nutrition-program trips $1.00; $1.75/mi out-of-city,Sun 7am-12:30pm; Mon-Fri 7am-7pm; Sat 8am-2pm,Not specified,"State ($12,549), Federal ($62,099), Local ($49,550), Farebox ($14,000) -- 2024 total expense $138,198 per LFB",Active,Wheelchair-lift equipped vehicle(s),,cityoflakemillswi.gov/browncab,43.073,-88.915,Deep sweep WI (shared-ride taxi follow-up)
Marinette Shared-Ride Taxi,WI,City of Marinette + 3-mile radius; Peshtigo/Menominee for additional fee,Rural,"GO Riteway Transportation Group (vehicle branding reads ""Taxi Inc."")",Demand-Response,Not specified,Phone,Same-day/on-demand (~30 min response); advance available for planned/accessible-van trips,Adults/Children $5.00; Seniors(60+) $4.00; documented disabled $4.00; 10-ride coupon available,Weekdays 6am-7pm; Sat 9am-7pm; Sun 8am-7pm,Not specified,"City, State and Federally Funded",Active (RFP for continued service posted Sept 2025),Handicap-accessible van available on request,,marinette.wi.us/583/Taxi,45.10,-87.63,Deep sweep WI (shared-ride taxi follow-up)
Marshfield Shared-Ride Taxi (Public Transit),WI,City of Marshfield,Rural,Running Inc.,Demand-Response,Not specified,Phone/Online,Same-day,Adult $5.00; Senior/Disabled $3.00; Student $5.00; +$1.25 add'l rider; adult 5-punch card $25.00,Mon-Thu & Sun 6am-12am; Fri-Sat 6am-3am,"Running Inc. became provider Jan 1, 2014","FTA, WisDOT, City of Marshfield",Active,4 vehicles (live status per operator site),,cityofmarshfieldwi.gov/community/public_transit.php,44.67,-90.17,Deep sweep WI (shared-ride taxi follow-up)
Mauston Shared-Ride Taxi,WI,City of Mauston,Rural,Running Inc.,Demand-Response,Not specified,Phone,Not specified,Adults(18+) $3.75; Students(5-17) $2.00; Seniors(60+)/Disabled $2.00; children under 4 alone $2.00 (free w/ adult); MCO fare $5.00; +$1.50/mi outside city (min $1.50),Daily 6:30am-10pm,Not specified,"FTA, WisDOT, City of Mauston",Active (2024 RFP for continued service found),Handicap-accessible vehicles,,mauston.com/?SEC=04D33E69-335B-4E21-A4A5-C73FFBD644F1,43.80,-90.07,Deep sweep WI (shared-ride taxi follow-up)
Monroe Cab Company (Shared-Ride Taxi),WI,City of Monroe (city limits +1-5 mi); also serves Pleasant View county facility,Rural,"Brown Cab Service, Inc. (branded ""Monroe Cab Company"")",Demand-Response,Not specified,Phone/Online,Same-day,Adult $4.50; Senior/Disabled $2.50; Student $2.75; +$2.00 add'l rider; $1.75/mi beyond city; 10-ride punch cards available,Mon-Fri 5:30am-10pm; Sat 6am-10pm; Sun 8am-2pm,Not specified,Federal and state funding,Active,"4 vehicles ""on the road right now"" (live status)","""Rides for any purpose, to all people, and no membership is required""",cityofmonroe.org/residents/our_community/monroe_cab_company.php,42.60,-89.64,Deep sweep WI (shared-ride taxi follow-up)
New Richmond Shared-Ride Taxi,WI,City of New Richmond + 5-mile radius,Rural,Running Inc.,Demand-Response,Not specified,Phone/Online,Not specified (likely same-day),Adult/Student $3.00; Senior/Disabled $2.50; $2.00/mi out-of-town; 10-punch cards $30 (adult/student)/$25 (senior/disabled),Mon-Sat 7am-8pm; Sun 8am-6pm,"Running Inc. became provider Jan 1, 2014",Not disclosed on page,Active; 2025 UW-Madison study proposes possible regionalization with Hudson/River Falls (not yet implemented),Not specified,,newrichmondwi.gov/community/shared_ride_taxi_service.php,45.12,-92.54,Deep sweep WI (shared-ride taxi follow-up)
Oneida Public Transit,WI,Oneida Nation Reservation and surrounding areas near Green Bay; extended area to/past Fox River for medical trips,Rural,"Oneida Nation, Human Services Division",Demand-Response,Not specified,Phone; group transport via request form,"Same-day accepted (subject to availability, secondary to advance bookings); 24hr advance preferred, required for extended-area medical trips",Children(7&under) free w/ adult; Students(8-18) $1.00; Adults(19-54) $1.50; Elders(55+) free; disabled $1.00-$1.50; extended-area fares $2.50-$6.00; monthly pass $25,Mon-Fri 5am-8pm (last pickup 7:15pm),Not specified (Passenger Handbook revised July 2023),"Not specified (likely tribal transit/FTA 5311(c), not independently confirmed)",Active,"Not specified (CDL drivers, daily-inspected vehicles)","Passenger Handbook explicitly: ""Anyone in the service area can use Oneida Public Transit""; explicitly distinguishes itself from paratransit",oneida-nsn.gov/divisions/human-services/oneida-public-transit,44.70,-88.15,Deep sweep WI (shared-ride taxi follow-up)
Plover Taxi Service,WI,Village of Plover,Rural,"Unconfirmed (new provider effective Jan 1, 2026, replacing prior operator; name not found)",Demand-Response,Not specified,Phone,Not specified; wheelchair-accessible vehicles require 24hr notice,"Adults $2; Children(3-18)/Seniors(60+)/disabled $1; +$1 add'l passenger; +$1 route stop; $1/mi beyond village limits (rates as of pre-2026 provider, may be revised)",Mon-Fri 6:30am-6pm; Sat 8am-4pm; closed Sundays/major holidays,"Not specified; provider transition Jan 1, 2026",Not disclosed (WisDOT 85.20 implied per LFB Tier C listing),Active (provider transition),Not specified,Operator identity unconfirmed pending 2026 provider transition -- recommend re-verification,ploverwi.gov/253/Taxi-Service,44.46,-89.54,Deep sweep WI (shared-ride taxi follow-up)
Portage Shared-Ride Taxi,WI,City of Portage,Rural,"Go Riteway (took over Jan 1, 2026; previously Running Inc./""Portage Cab"")",Demand-Response,Not specified,Phone,"Same-day (60-90 min ahead recommended, not required)",Adult $5.50; Senior/Student/Disabled $4.25; $4.00/mi beyond city limits,Mon-Fri 6am-9pm; Sat 8am-9pm; Sun 8am-6pm,"Not specified (operator transition Jan 1, 2026; program predates this)",Not specified,Active,Not specified,,portagewi.gov/taxi-1,43.539,-89.463,Deep sweep WI (shared-ride taxi follow-up)
Prairie du Chien Shared-Ride Taxi (Coulee Cab),WI,City of Prairie du Chien,Rural,Running Inc. (dba Coulee Cab),Demand-Response,Not specified,Phone/Online,Same-day,Adult $4.00; Senior/Student/Disabled $2.50; +$2.50 extra passenger; $2.50/mi beyond city; 10-ride punch cards $40 (adult)/$25 (reduced),Mon-Fri 6:30am-11:30pm; Sat 7am-11:30pm; Sun 7am-10pm,1995,Not specified (WisDOT 85.20 program city implied),"Active (~26,500 rides/yr, 4 cabs, 9 drivers per operator)",4 cabs,"Separate Crawford County ADRC senior/disabled-only ""Taxicab Program"" also exists in same city -- out of scope, not conflated with this general-public service",runninginc.net/coulee-cab,43.052,-91.144,Deep sweep WI (shared-ride taxi follow-up)
Sauk Prairie Shared-Ride Taxi,WI,Village of Prairie du Sac and Village of Sauk City,Rural,"Brown Cab Service, Inc.",Demand-Response,Not specified,Phone/Online,Same-day,Punch card $16.25 for 10 rides within village limits; exact cash fare not found,Not specified,Not specified,"FTA, WisDOT, passenger fares, and donations",Active,Not specified,"LFB roster line item ""Prairie du Sac,"" local brand name ""Sauk Prairie""",prairiedusac.net/transportation,43.283,-89.726,Deep sweep WI (shared-ride taxi follow-up)
Reedsburg Shared-Ride Taxi,WI,City of Reedsburg (+5mi out),Rural,Running Inc.,Demand-Response,Not specified,Phone,Same-day,Adult(18-61) $4.50; Senior(62+)/Student(5-18)/Disabled $3.50; under 4 free w/ adult; $2.00/mi beyond city (up to 5mi),Mon-Sat 6am-9pm; Sun 8am-7pm (eff. 12/1/2024),Not specified,Not specified,Active,Not specified (car/booster seats provided),,reedsburgwi.gov/taxi,43.532,-90.004,Deep sweep WI (shared-ride taxi follow-up)
Richland Center Shared-Ride Taxi,WI,City of Richland Center,Rural,"Running Inc. (since May 1, 2010)",Demand-Response,Not specified,Phone/Online,Same-day,Adult $3.50; Senior/Student/Disabled $2.50; $1.75/mi out-of-town; 10-punch cards $35 (adult)/$25 (reduced),Mon-Fri 6am-10pm; Sat 8am-6pm; Sun 7am-6pm,2010 (May 1),Not specified,Active,Wheelchair-accessible vehicles included,,richlandcenterwi.gov/administration/page/shared-ride-taxi-service,43.335,-90.384,Deep sweep WI (shared-ride taxi follow-up)
Ripon Shared-Ride Taxi,WI,City of Ripon,Rural,"Brown Cab Service, Inc.",Demand-Response,Not specified,Phone,Same-day,Adult $4.75; Senior/Disabled $3.50; Student $4.00; +$3.75 add'l rider; $3.50/mi beyond city; late-night surcharge $1.25 after 10pm,Weekdays 7am-7pm; Sat 8am-7pm; Sun 8am-1pm,Not specified,"FTA, State of Wisconsin, City of Ripon, and rider fares",Active,3 vehicles currently operational,City reportedly considered cutting hours per Dec 2024/Jan 2025 news article,browncab.net/BrownCabCity?Name=Ripon,43.839,-88.839,Deep sweep WI (shared-ride taxi follow-up)
River Falls Shared-Ride Taxi,WI,City of River Falls,Rural,"Running Inc. (took over Jan 1, 2015)",Demand-Response,Not specified,Phone/Online,Same-day,"Adult $2.75; Senior(62+) $1.50; Child(3-17) $1.25; Disabled $1.50; +$1.50/mi beyond 5-mile area; punch cards (10-ride: Adult $27.50, Senior/Disabled $15.00, Student $12.50)","~6am-8/10pm weekdays, 8am-6/8pm weekends (sources conflict slightly)","Program dates to 1985; Running Inc. became operator Jan 1, 2015",State and Federal grant dollars (not itemized),Active,2 vehicles (wheelchair accessible),,rfcity.org/110/Taxi-Service,44.86,-92.62,Deep sweep WI (shared-ride taxi follow-up)
Shawano Shared-Ride Taxi (Shawano City Cab),WI,City of Shawano,Rural,Running Inc.,Demand-Response,Not specified,Phone/Online,Not specified (appears same-day/on-demand),Adult $4.50; Senior/Student/Disabled $3.50; +$1.25/mi beyond service area; 10-ride punch cards $45 (adult)/$35 (reduced),Mon-Thu 6am-7pm; Fri 6am-9pm; Sat-Sun 8am-9pm,Not specified,"Not specified (separate county ADRC discount-ticket add-on tied to WisDOT 85.21, layered on this service, not its core funding)",Active,3 vehicles,"A separate county ""Reduced Fare Taxi Ticket Program"" (60+/disabled discount add-on) exists but is not a separate gated system -- do not conflate",cityofshawano.com/164/Title-VI-TransportationCab,44.78,-88.61,Deep sweep WI (shared-ride taxi follow-up)
Tomah Shared-Ride Taxi,WI,City of Tomah,Rural,"Abby Vans, Inc.",Demand-Response,Not specified,Phone only,Not specified (24/7 phone dispatch per one source),Adult $7.00; Senior(60+) $5.00; Children(3-12) $5.00; Disabled $5.00; Veterans $5.00; Agency $15.00; +$4.00/mi outside city limits (eff. 02/04/2026),"24/7 per one secondary source; official city page unreachable (403), unverified",Not specified,WisDOT and FTA (cited generally),Active,4 wheelchair-accessible vans per one secondary source (not confirmed on operator page),,abbyvans.com/tomah-transit,43.98,-90.50,Deep sweep WI (shared-ride taxi follow-up)
Watertown Shared-Ride Taxi,WI,City of Watertown (+2mi out-of-town),Rural,"Passenger Transit, Inc.",Demand-Response,Not specified,Phone/Online,Not specified (appears same-day/on-demand),Adult $5.00; Senior/Student/Disabled $3.00; Child (w/ adult) $2.00; out-of-town trips to 2mi beyond city $10.00,Weekdays 5:30am-11:45pm; Fri-Sat to 3am; Sun 7am-5:45pm; 365 days/yr,Not specified,Not specified,Active (city renewed lease per Sept 2024 news),"Discrepancy: one source ""6 vehicles on the road""; another lists 1 full-size van + 4 buses (1 ADA) + 11 minivans (6 ADA) -- likely roster vs. active-count mismatch, unresolved",Same operator as existing Viroqua-Westby CSV row,passengertransit.net/PassengerCity?Name=Watertown,43.19,-88.73,Deep sweep WI (shared-ride taxi follow-up)
Whitewater Shared-Ride Taxi,WI,City of Whitewater,Rural,"Brown Cab Service, Inc.",Demand-Response,Not specified,Phone/Online,"Same-day (encouraged in advance, ~15 min avg pickup window)","Discrepancy: one source $2.00-$5.25 range; operator city page cites base $3.25 adult/$2.25 senior-disabled/$2.50 student, +$2.25 per add'l rider/mile beyond city",Mon-Thu 7am-7pm; Fri-Sat 7am-12am; Sun 7am-4pm,Not specified,Not specified,"Active, but noted ""limited availability due to staffing constraints,"" fleet down to 1 vehicle","1 vehicle currently on the road (wheelchair accessible, no extra charge)",Staffing/fleet-capacity concern flagged,browncab.net/BrownCabCity?Name=Whitewater,42.83,-88.73,Deep sweep WI (shared-ride taxi follow-up)
Chippewa Falls Shared-Ride Taxi,WI,City of Chippewa Falls,Rural,"Running Inc. (since Jan 1, 2011)",Demand-Response,Not specified,Phone/Online,Same-day,Discrepancy: city page Adult $2.75/Senior-Student-Disabled $1.75 vs. Running Inc. page Adult $3.00/Senior-Student-Disabled $2.00 (10-ride punch cards $30/$20) -- likely a fare increase between snapshots,Mon-Fri 5am-7pm; Sat/Sun/Holidays 6:30am-4:30pm,Not specified (operator since 2011),"FTA, State of Wisconsin, City of Chippewa Falls, passenger fares",Active,"~4 vehicles (""4 vehicles on the road right now"")",,chippewafalls-wi.gov/168/Transit,44.94,-91.39,Deep sweep WI (shared-ride taxi follow-up)
Onalaska/Holmen/West Salem DriftLink Shared-Ride Taxi,WI,"Onalaska, Holmen, West Salem (multi-municipality)",Rural,"Running Inc. (branded ""DriftLink"")",Demand-Response,Not specified,Phone/Online,Not specified (Running Inc.'s general pattern elsewhere is same-day),"""Starting at $4"" per city/news source; full fare table not found",Daily 6:30am-7pm,Not specified,"Participating municipalities (Onalaska, Holmen, West Salem) combined with state and federal grants",Active (2025 news notes possible expansion into Town of Onalaska),Not specified,Onalaska also has separate fixed MTU Bus Route #9 -- only the shared-ride taxi/DriftLink piece is captured here,onalaskawi.gov/departments/public_transit/index.php,43.89,-91.20,Deep sweep WI (shared-ride taxi follow-up)
Ozaukee County Shared-Ride Taxi,WI,Ozaukee County,Rural,"Uncertain -- STS (per county Transit Development Plan) vs. GoRiteway (per secondary sources, possibly confused with neighboring Washington County's 2026 changeover)",Demand-Response,Mobility by Ecolane,Phone/App/In-person,"Same-day (general local trips, 24hr strongly encouraged not required); 24hr required for specialized transportation and cross-county trips into Washington County","Distance-tiered, <=5mi: Adult $5/Student $4/Senior-Disabled $3; one child under 5 free w/ adult",Mon-Fri 5am-11:30pm; Sat 8:30am-10pm; Sun 8am-6pm,Not specified,"Riders, Ozaukee County Board (tax levy), WisDOT, FTA",Active,"Sedans, wheelchair-accessible vans and minibuses (county-owned, count not specified)",Operator identity unresolved -- flagged for manual verification,ozaukeetransit.com/shared-ride-taxi,43.39,-87.88,Deep sweep WI (shared-ride taxi follow-up)
Stoughton Shared-Ride Taxi,WI,City of Stoughton,Rural,Running Inc.,Demand-Response,Not specified,Phone/Online,Not specified (Running Inc.'s general pattern elsewhere is same-day),"Adult/Student $5.00; Senior/Disabled $4.00; +$1.00/mi beyond 3-mile buffer; punch cards $50 (adult/student, 10-ride)/$40 (senior/disabled, 10-ride)",Mon-Thu 6am-6pm; Fri-Sat 6am-7pm; Sun 9am-2pm,"January 2, 2018",Not documented on fetched pages,Active,2 vehicles,,runninginc.net/Stoughton-transit,42.92,-89.22,Deep sweep WI (shared-ride taxi follow-up)
Washington County Shared-Ride Taxi,WI,Washington County,Rural,GO Riteway (took over Jan 2026; previously Specialized Transport Services/STS for ~20 years),Demand-Response,Not specified,Phone only,"Same-day (general trips, call-ahead, no stated minimum); 1-day advance requested (not required) for wheelchair/special-assistance requests","Distance-tiered eff. Jan 1 2024, <=5mi: Senior/Disabled $3/Adult $10/Student $4, scaling to 20+mi: $7/$30/$9; punch cards $20 (value $23)/$60 (value $70)","Mon-Fri 5am-9pm; Sat 5am-8:30pm; Sun 8am-4pm (eff. Jan 1, 2025)",Not specified precisely (~20-yr operator tenure prior to 2026 suggests program dates to roughly mid-2000s or earlier),"FTA and WisDOT operational grants, rider fares, Washington County tax levy",Active,Wheelchair-accessible vans available (rider supplies own wheelchair),"County site: West Bend and Hartford ""have their own public taxi services"" separate from this county-wide program -- three distinct, adjacent entries",washcowisco.gov/departments/highway_department/transit_services/shared_ride_taxi,43.42,-88.19,Deep sweep WI (shared-ride taxi follow-up)
West Bend Shared-Ride Taxi,WI,City of West Bend,Rural,Running Inc. (new 5-yr contract 2025; prior operator GO Riteway 2021-2025),Demand-Response,Not specified,Phone/Email,Same-day (book 1.5-2hr ahead recommended); standing reservations up to 1 week ahead,Adults(18-64) $5.50 one-way/$55 10-ride coupon; Youth(5-17)/Seniors(65+)/Disabled $4.50/$45 coupon; under 4 free; Agency Fare Coupon $80; $1.00/mi surcharge up to 2mi beyond city,Mon-Sat 6am-10pm; Sun 8am-4pm; 30-min response-time goal (not guaranteed),Not specified (contract history to at least 2021 under GO Riteway; underlying program likely predates that),Not disclosed on fetched pages,Active,Not specified,,westbendwi.gov/community/taxi_service/index.php,43.43,-88.18,Deep sweep WI (shared-ride taxi follow-up)
